Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Avg_Utilization_Ratio,Age_Bin,Churn,Attrition_Flag_Churned,Customer_Count
Existing Customer,48,M,4,Unknown,Married,$60K - $80K,Blue,43,3,8737.0,1629,7108.0,0.618,3876,0.186,45-50,0,0,1
Attrited Customer,44,F,1,Unknown,Single,Unknown,Blue,36,3,3517.0,0,3517.0,0.634,2403,0.0,40-45,1,1,1
Existing Customer,60,F,1,Graduate,Single,Unknown,Blue,55,3,13397.0,0,13397.0,0.814,5049,0.0,55-60,0,0,1
Existing Customer,65,F,0,Unknown,Single,Less than $40K,Blue,55,2,6352.0,1386,4966.0,0.5,3709,0.218,60+,0,0,1
Existing Customer,46,F,5,High School,Single,Less than $40K,Blue,36,3,1787.0,1324,463.0,0.684,4084,0.741,45-50,0,0,1
Attrited Customer,62,M,0,High School,Single,$60K - $80K,Blue,51,2,18734.0,0,18734.0,0.674,2112,0.0,60+,1,1,1
Existing Customer,47,F,2,College,Married,Less than $40K,Blue,36,3,1438.3,0,1438.3,0.634,3832,0.0,45-50,0,0,1
Existing Customer,50,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,43,2,3525.0,0,3525.0,0.798,4742,0.0,45-50,0,0,1
Existing Customer,43,M,4,Doctorate,Unknown,$60K - $80K,Blue,33,3,2067.0,1250,817.0,0.891,4565,0.605,40-45,0,0,1
Existing Customer,45,F,4,Unknown,Married,Less than $40K,Blue,36,1,2051.0,0,2051.0,0.989,4355,0.0,40-45,0,0,1
Existing Customer,46,M,3,College,Single,$120K +,Blue,30,1,27378.0,1893,25485.0,0.432,3934,0.069,45-50,0,0,1
Attrited Customer,38,F,2,Doctorate,Married,Less than $40K,Blue,28,2,1614.0,0,1614.0,0.609,2437,0.0,35-40,1,1,1
Existing Customer,49,M,3,College,Single,Less than $40K,Blue,38,3,7862.0,1991,5871.0,0.654,3645,0.253,45-50,0,0,1
Existing Customer,47,M,3,College,Married,$60K - $80K,Blue,36,1,4284.0,1900,2384.0,0.971,4948,0.444,45-50,0,0,1
Attrited Customer,47,F,3,Unknown,Married,Less than $40K,Blue,37,2,1438.3,0,1438.3,0.749,2393,0.0,45-50,1,1,1
Existing Customer,55,F,2,Uneducated,Divorced,Less than $40K,Blue,49,2,1438.3,680,758.3,0.77,4573,0.473,50-55,0,0,1
Existing Customer,62,M,1,Graduate,Single,$60K - $80K,Blue,49,3,21805.0,1777,20028.0,0.519,4694,0.081,60+,0,0,1
Existing Customer,55,M,2,Uneducated,Single,$60K - $80K,Blue,36,1,4712.0,1920,2792.0,0.596,4277,0.407,50-55,0,0,1
Attrited Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,28,2,1698.0,0,1698.0,0.823,2448,0.0,30-35,1,1,1
Existing Customer,41,F,5,Uneducated,Single,$40K - $60K,Blue,26,3,2264.0,928,1336.0,0.662,4150,0.41,40-45,0,0,1
Existing Customer,54,F,1,Unknown,Married,Less than $40K,Blue,39,2,2720.0,1694,1026.0,0.843,5103,0.623,50-55,0,0,1
Existing Customer,55,M,3,Post-Graduate,Unknown,$120K +,Blue,40,1,15631.0,1305,14326.0,0.668,4313,0.083,50-55,0,0,1
Existing Customer,43,F,3,Unknown,Single,$40K - $60K,Blue,36,2,2594.0,1686,908.0,0.624,4503,0.65,40-45,0,0,1
Attrited Customer,52,M,3,Graduate,Married,$80K - $120K,Blue,46,2,15011.0,2517,12494.0,0.713,1821,0.168,50-55,1,1,1
Existing Customer,47,F,4,Unknown,Single,Less than $40K,Blue,39,3,1548.0,0,1548.0,0.664,4420,0.0,45-50,0,0,1
Existing Customer,52,F,3,Unknown,Single,Less than $40K,Blue,46,3,2700.0,1623,1077.0,0.848,4171,0.601,50-55,0,0,1
Existing Customer,45,F,4,High School,Married,$40K - $60K,Blue,35,1,2919.0,1670,1249.0,1.041,4194,0.572,40-45,0,0,1
Existing Customer,50,F,4,Unknown,Single,Unknown,Blue,44,1,10721.0,0,10721.0,0.861,4962,0.0,45-50,0,0,1
Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Blue,29,1,6125.0,1329,4796.0,0.646,5481,0.217,40-45,0,0,1
Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,3,3200.0,1733,1467.0,0.909,5026,0.542,40-45,0,0,1
Existing Customer,53,F,3,Post-Graduate,Divorced,Unknown,Blue,48,2,12286.0,997,11289.0,0.726,4960,0.081,50-55,0,0,1
Existing Customer,51,M,2,College,Married,$80K - $120K,Blue,45,3,21543.0,0,21543.0,0.53,3928,0.0,50-55,0,0,1
Existing Customer,52,M,3,College,Married,$120K +,Blue,47,2,6355.0,0,6355.0,0.711,4009,0.0,50-55,0,0,1
Existing Customer,52,F,2,High School,Married,Less than $40K,Blue,41,2,5616.0,2410,3206.0,0.962,3410,0.429,50-55,0,0,1
Existing Customer,50,F,1,Unknown,Married,$40K - $60K,Blue,40,2,2661.0,1575,1086.0,0.735,4615,0.592,45-50,0,0,1
Existing Customer,38,M,1,College,Married,$60K - $80K,Blue,36,1,2836.0,862,1974.0,0.772,4121,0.304,35-40,0,0,1
Existing Customer,50,F,2,High School,Married,$40K - $60K,Blue,45,3,1438.3,0,1438.3,0.707,4670,0.0,45-50,0,0,1
Existing Customer,51,F,2,Doctorate,Single,Unknown,Blue,45,3,2109.0,683,1426.0,0.593,4321,0.324,50-55,0,0,1
Existing Customer,48,M,2,Graduate,Single,$60K - $80K,Blue,40,5,14951.0,1413,13538.0,0.784,3899,0.095,45-50,0,0,1
Existing Customer,47,M,3,Unknown,Married,$60K - $80K,Blue,36,3,1591.0,894,697.0,0.786,3698,0.562,45-50,0,0,1
Attrited Customer,51,F,2,Doctorate,Divorced,Unknown,Blue,40,3,8930.0,2517,6413.0,0.661,2167,0.282,50-55,1,1,1
Existing Customer,36,F,1,Uneducated,Single,Unknown,Blue,36,3,4685.0,1626,3059.0,0.945,4560,0.347,35-40,0,0,1
Existing Customer,45,F,5,Post-Graduate,Married,Unknown,Blue,29,3,2555.0,681,1874.0,0.576,4888,0.267,40-45,0,0,1
Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,43,3,2172.0,644,1528.0,0.673,4657,0.297,50-55,0,0,1
Attrited Customer,54,F,1,Uneducated,Married,Unknown,Blue,50,0,2912.0,0,2912.0,0.621,2465,0.0,50-55,1,1,1
Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,35,3,3390.0,2180,1210.0,0.877,4585,0.643,50-55,0,0,1
Existing Customer,47,F,4,Doctorate,Single,Less than $40K,Blue,36,3,2193.0,1084,1109.0,0.974,4755,0.494,45-50,0,0,1
Existing Customer,51,F,2,Graduate,Married,Unknown,Blue,36,3,17412.0,730,16682.0,0.837,4997,0.042,50-55,0,0,1
Existing Customer,40,F,4,College,Single,Less than $40K,Blue,20,3,2801.0,1731,1070.0,0.644,4568,0.618,35-40,0,0,1
Existing Customer,43,M,3,Post-Graduate,Single,$60K - $80K,Blue,31,2,11186.0,2231,8955.0,0.708,3692,0.199,40-45,0,0,1
Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,39,5,2434.0,1340,1094.0,0.668,4498,0.551,45-50,0,0,1
Attrited Customer,53,F,3,Doctorate,Single,Unknown,Blue,43,3,1790.0,1474,316.0,0.595,2128,0.823,50-55,1,1,1
Existing Customer,59,F,1,High School,Single,Less than $40K,Blue,53,3,2716.0,1740,976.0,0.65,4208,0.641,55-60,0,0,1
Existing Customer,49,F,0,Unknown,Single,Unknown,Blue,43,3,2874.0,0,2874.0,0.676,4617,0.0,45-50,0,0,1
Attrited Customer,47,F,1,Graduate,Married,$40K - $60K,Blue,35,3,1438.3,0,1438.3,0.809,2276,0.0,45-50,1,1,1
Existing Customer,56,M,2,Graduate,Single,$60K - $80K,Blue,36,2,18776.0,0,18776.0,0.81,4464,0.0,55-60,0,0,1
Existing Customer,48,F,1,Unknown,Married,Unknown,Blue,41,2,1438.3,1197,241.3,0.917,4916,0.832,45-50,0,0,1
Attrited Customer,55,M,0,High School,Divorced,$80K - $120K,Blue,44,3,19793.0,2488,17305.0,0.594,2186,0.126,50-55,1,1,1
Existing Customer,34,F,4,Graduate,Single,$40K - $60K,Blue,28,2,2472.0,1899,573.0,0.77,4408,0.768,30-35,0,0,1
Existing Customer,58,F,2,High School,Married,Unknown,Blue,50,2,12362.0,0,12362.0,0.635,4537,0.0,55-60,0,0,1
Existing Customer,39,F,2,College,Married,$40K - $60K,Blue,29,3,1438.3,722,716.3,0.894,4983,0.502,35-40,0,0,1
Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,3,3189.0,1863,1326.0,0.77,4805,0.584,45-50,0,0,1
Existing Customer,47,F,2,Uneducated,Single,Less than $40K,Blue,41,2,2092.0,1575,517.0,0.838,5124,0.753,45-50,0,0,1
Existing Customer,37,F,2,High School,Married,$40K - $60K,Blue,26,2,2946.0,2517,429.0,0.841,5259,0.854,35-40,0,0,1
Existing Customer,41,F,4,Uneducated,Unknown,$40K - $60K,Blue,29,3,2430.0,0,2430.0,0.569,4334,0.0,40-45,0,0,1
Existing Customer,50,F,1,Graduate,Married,Less than $40K,Blue,36,1,4143.0,1888,2255.0,0.561,3940,0.456,45-50,0,0,1
Attrited Customer,46,F,1,College,Unknown,Unknown,Blue,35,3,2197.0,461,1736.0,0.636,1955,0.21,45-50,1,1,1
Existing Customer,53,F,2,Uneducated,Single,Unknown,Blue,36,2,9314.0,1761,7553.0,0.562,3696,0.189,50-55,0,0,1
Attrited Customer,53,F,4,Doctorate,Married,Less than $40K,Blue,37,2,3719.0,2517,1202.0,0.666,2587,0.677,50-55,1,1,1
Attrited Customer,59,F,0,Unknown,Married,Unknown,Blue,49,2,6996.0,0,6996.0,0.871,2384,0.0,55-60,1,1,1
Attrited Customer,63,M,0,Doctorate,Single,Unknown,Blue,47,4,7306.0,0,7306.0,0.875,2445,0.0,60+,1,1,1
Attrited Customer,41,F,1,Doctorate,Divorced,Less than $40K,Blue,30,3,2029.0,621,1408.0,1.001,3142,0.306,40-45,1,1,1
Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Silver,45,3,13199.0,781,12418.0,0.411,1927,0.059,50-55,1,1,1
Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,29,1,3304.0,1338,1966.0,0.615,5178,0.405,35-40,0,0,1
Existing Customer,40,F,3,Doctorate,Married,Less than $40K,Blue,30,3,3125.0,2041,1084.0,0.675,4372,0.653,35-40,0,0,1
Existing Customer,51,F,2,Doctorate,Single,Less than $40K,Blue,40,3,1438.3,1153,285.3,0.866,4263,0.802,50-55,0,0,1
Existing Customer,41,M,5,Graduate,Single,$80K - $120K,Blue,28,2,2491.0,1979,512.0,0.629,1911,0.794,40-45,0,0,1
Attrited Customer,58,F,0,High School,Single,Less than $40K,Blue,46,4,1977.0,0,1977.0,0.868,2341,0.0,55-60,1,1,1
Attrited Customer,33,F,2,Graduate,Single,Less than $40K,Blue,24,2,1806.0,0,1806.0,0.983,2833,0.0,30-35,1,1,1
Existing Customer,38,F,3,Graduate,Single,Less than $40K,Blue,22,3,1938.0,1175,763.0,0.85,4606,0.606,35-40,0,0,1
Existing Customer,42,F,4,Post-Graduate,Married,Less than $40K,Blue,36,2,3188.0,2002,1186.0,0.825,4606,0.628,40-45,0,0,1
Existing Customer,44,F,2,High School,Single,Less than $40K,Blue,29,1,2288.0,1505,783.0,0.788,4396,0.658,40-45,0,0,1
Existing Customer,44,F,1,Graduate,Unknown,Less than $40K,Blue,32,3,1780.0,1338,442.0,0.966,4268,0.752,40-45,0,0,1
Existing Customer,47,F,2,College,Married,Unknown,Blue,42,3,2373.0,1480,893.0,0.631,4228,0.624,45-50,0,0,1
Attrited Customer,41,M,4,Uneducated,Married,$80K - $120K,Blue,37,2,23250.0,0,23250.0,0.564,2205,0.0,40-45,1,1,1
Attrited Customer,47,M,3,Uneducated,Single,$120K +,Blue,36,3,34516.0,0,34516.0,0.517,2020,0.0,45-50,1,1,1
Existing Customer,48,M,5,Graduate,Married,$80K - $120K,Blue,42,3,12882.0,1402,11480.0,0.783,4407,0.109,45-50,0,0,1
Existing Customer,54,M,3,Unknown,Married,$60K - $80K,Blue,39,3,6348.0,798,5550.0,1.042,4135,0.126,50-55,0,0,1
Existing Customer,59,F,1,Graduate,Unknown,Less than $40K,Blue,36,1,2621.0,2486,135.0,0.755,4955,0.948,55-60,0,0,1
Attrited Customer,33,F,2,Uneducated,Unknown,$40K - $60K,Blue,22,2,1843.0,1293,550.0,0.349,2077,0.702,30-35,1,1,1
Existing Customer,44,F,4,College,Single,Less than $40K,Blue,31,3,3228.0,0,3228.0,0.747,4524,0.0,40-45,0,0,1
Existing Customer,43,F,4,Graduate,Single,$40K - $60K,Blue,35,2,2303.0,722,1581.0,0.807,4469,0.314,40-45,0,0,1
Existing Customer,42,M,2,Unknown,Single,$80K - $120K,Blue,30,2,29195.0,892,28303.0,0.565,4411,0.031,40-45,0,0,1
Attrited Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,2,2990.0,1828,1162.0,0.488,2265,0.611,40-45,1,1,1
Existing Customer,55,F,3,High School,Single,$40K - $60K,Blue,42,3,2873.0,2455,418.0,1.0,4563,0.855,50-55,0,0,1
Existing Customer,50,M,0,Post-Graduate,Married,$80K - $120K,Blue,36,1,28253.0,0,28253.0,0.479,4525,0.0,45-50,0,0,1
Existing Customer,53,F,3,Graduate,Married,Unknown,Blue,45,1,1882.0,0,1882.0,0.8,5221,0.0,50-55,0,0,1
Existing Customer,33,M,2,High School,Married,$80K - $120K,Blue,23,2,1630.0,0,1630.0,0.605,4426,0.0,30-35,0,0,1
Existing Customer,51,M,2,Unknown,Single,$80K - $120K,Blue,36,1,4546.0,0,4546.0,0.651,3739,0.0,50-55,0,0,1
Existing Customer,58,F,2,High School,Single,Unknown,Blue,46,2,2395.0,1345,1050.0,0.811,4983,0.562,55-60,0,0,1
Attrited Customer,45,M,3,High School,Unknown,$80K - $120K,Blue,36,3,3845.0,0,3845.0,0.595,2174,0.0,40-45,1,1,1
Existing Customer,56,F,3,Graduate,Single,Less than $40K,Blue,36,2,2836.0,1362,1474.0,0.661,4192,0.48,55-60,0,0,1
Attrited Customer,44,F,2,High School,Single,Less than $40K,Blue,31,3,1506.0,168,1338.0,0.671,2312,0.112,40-45,1,1,1
Existing Customer,48,F,5,Graduate,Single,Less than $40K,Blue,38,3,1605.0,1300,305.0,0.95,4495,0.81,45-50,0,0,1
Attrited Customer,53,M,1,High School,Single,$80K - $120K,Blue,36,2,11778.0,0,11778.0,0.603,2147,0.0,50-55,1,1,1
Existing Customer,55,F,1,High School,Married,Less than $40K,Blue,36,1,2747.0,0,2747.0,0.834,5032,0.0,50-55,0,0,1
Existing Customer,49,M,3,College,Married,$60K - $80K,Blue,39,3,2501.0,0,2501.0,0.832,4837,0.0,45-50,0,0,1
Existing Customer,64,M,1,Graduate,Single,Less than $40K,Blue,52,3,2563.0,2242,321.0,1.114,3942,0.875,60+,0,0,1
Attrited Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,2,1659.0,1544,115.0,0.408,1920,0.931,45-50,1,1,1
Existing Customer,56,F,2,Uneducated,Married,Unknown,Blue,43,3,3068.0,1765,1303.0,0.853,4611,0.575,55-60,0,0,1
Existing Customer,60,F,0,College,Divorced,Less than $40K,Blue,50,3,3426.0,1650,1776.0,0.622,4467,0.482,55-60,0,0,1
Attrited Customer,59,F,1,Graduate,Single,Less than $40K,Blue,49,3,3214.0,424,2790.0,0.877,2720,0.132,55-60,1,1,1
Attrited Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,31,3,12906.0,321,12585.0,0.76,2078,0.025,45-50,1,1,1
Attrited Customer,59,F,1,Graduate,Single,Unknown,Blue,49,4,8708.0,1091,7617.0,0.904,2508,0.125,55-60,1,1,1
Attrited Customer,52,M,2,Unknown,Married,$80K - $120K,Blue,41,4,7904.0,0,7904.0,0.712,2094,0.0,50-55,1,1,1
Existing Customer,48,F,2,Doctorate,Divorced,Unknown,Blue,37,2,4549.0,1313,3236.0,0.777,4782,0.289,45-50,0,0,1
Attrited Customer,46,F,3,College,Married,Less than $40K,Blue,36,2,1438.3,1214,224.3,0.783,2445,0.844,45-50,1,1,1
Existing Customer,49,F,3,High School,Married,Less than $40K,Blue,36,1,4476.0,1492,2984.0,0.933,4603,0.333,45-50,0,0,1
Existing Customer,44,F,3,College,Divorced,Unknown,Blue,38,3,2002.0,1448,554.0,0.734,3406,0.723,40-45,0,0,1
Existing Customer,40,M,4,High School,Married,$80K - $120K,Blue,21,2,11502.0,2066,9436.0,0.889,4786,0.18,35-40,0,0,1
Attrited Customer,44,M,4,Doctorate,Married,$120K +,Blue,39,3,7924.0,2517,5407.0,0.663,2393,0.318,40-45,1,1,1
Existing Customer,39,M,1,Graduate,Single,$120K +,Blue,28,2,16199.0,0,16199.0,0.771,4254,0.0,35-40,0,0,1
Existing Customer,43,M,2,Uneducated,Divorced,$80K - $120K,Blue,34,3,1452.0,0,1452.0,0.97,4571,0.0,40-45,0,0,1
Attrited Customer,37,F,3,High School,Single,Unknown,Blue,18,1,2179.0,0,2179.0,0.725,2568,0.0,35-40,1,1,1
Attrited Customer,35,M,3,Doctorate,Married,$80K - $120K,Blue,30,3,13590.0,1528,12062.0,0.728,2137,0.112,30-35,1,1,1
Attrited Customer,31,F,1,Unknown,Single,Less than $40K,Blue,20,1,1695.0,0,1695.0,0.561,2428,0.0,30-35,1,1,1
Existing Customer,53,F,4,Graduate,Married,Less than $40K,Blue,46,3,4430.0,1579,2851.0,0.836,4833,0.356,50-55,0,0,1
Existing Customer,49,F,3,Graduate,Married,Less than $40K,Blue,35,3,2919.0,2032,887.0,0.654,4937,0.696,45-50,0,0,1
Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,3,2796.0,1035,1761.0,0.664,4869,0.37,45-50,0,0,1
Attrited Customer,41,F,2,Graduate,Married,Less than $40K,Blue,31,3,2580.0,2137,443.0,1.056,2981,0.828,40-45,1,1,1
Existing Customer,43,M,1,High School,Single,$60K - $80K,Blue,31,3,2834.0,1720,1114.0,0.62,4581,0.607,40-45,0,0,1
Existing Customer,44,F,3,Unknown,Divorced,Less than $40K,Blue,24,1,2617.0,1508,1109.0,1.393,4400,0.576,40-45,0,0,1
Existing Customer,48,F,4,Graduate,Single,Less than $40K,Blue,41,3,1522.0,1273,249.0,0.735,5005,0.836,45-50,0,0,1
Attrited Customer,41,M,4,Graduate,Unknown,$40K - $60K,Silver,32,2,16509.0,425,16084.0,0.356,1740,0.026,40-45,1,1,1
Attrited Customer,40,M,4,High School,Unknown,$40K - $60K,Blue,32,2,7316.0,1335,5981.0,0.563,1849,0.182,35-40,1,1,1
Existing Customer,44,F,2,Uneducated,Single,Unknown,Blue,37,1,7627.0,1742,5885.0,0.771,4349,0.228,40-45,0,0,1
Existing Customer,44,M,3,Unknown,Married,$40K - $60K,Blue,36,2,9465.0,0,9465.0,0.657,3675,0.0,40-45,0,0,1
Existing Customer,48,M,3,College,Married,Less than $40K,Blue,36,1,8795.0,1318,7477.0,0.563,4681,0.15,45-50,0,0,1
Attrited Customer,40,M,2,Unknown,Single,$60K - $80K,Blue,27,2,12283.0,0,12283.0,0.413,1993,0.0,35-40,1,1,1
Existing Customer,34,F,2,College,Single,Less than $40K,Blue,20,2,2715.0,1503,1212.0,0.704,4177,0.554,30-35,0,0,1
Existing Customer,44,F,3,Unknown,Married,Unknown,Blue,25,1,19897.0,2232,17665.0,0.672,3979,0.112,40-45,0,0,1
Existing Customer,44,F,2,Uneducated,Single,Less than $40K,Blue,36,2,2097.0,1224,873.0,0.819,5059,0.584,40-45,0,0,1
Existing Customer,41,F,2,Graduate,Single,Less than $40K,Blue,30,2,3028.0,2270,758.0,0.804,4727,0.75,40-45,0,0,1
Existing Customer,34,F,2,College,Single,Less than $40K,Blue,22,2,1695.0,761,934.0,0.797,4905,0.449,30-35,0,0,1
Attrited Customer,41,F,3,Graduate,Married,Less than $40K,Blue,33,3,1438.3,0,1438.3,0.305,1813,0.0,40-45,1,1,1
Existing Customer,37,F,1,Graduate,Single,Less than $40K,Blue,28,3,1438.3,599,839.3,0.897,5136,0.416,35-40,0,0,1
Attrited Customer,55,M,2,Unknown,Divorced,$120K +,Blue,50,4,24250.0,278,23972.0,0.647,2153,0.011,50-55,1,1,1
Existing Customer,49,F,2,Graduate,Single,Unknown,Blue,38,3,5076.0,871,4205.0,0.693,4115,0.172,45-50,0,0,1
Existing Customer,40,F,2,Graduate,Single,Unknown,Blue,27,2,4438.0,1513,2925.0,0.807,3895,0.341,35-40,0,0,1
Existing Customer,36,F,3,College,Single,Less than $40K,Blue,36,2,1964.0,0,1964.0,0.776,4240,0.0,35-40,0,0,1
Existing Customer,53,F,0,High School,Single,Less than $40K,Blue,44,1,1904.0,886,1018.0,0.695,4798,0.465,50-55,0,0,1
Existing Customer,46,F,1,Graduate,Married,$40K - $60K,Blue,26,3,2933.0,1569,1364.0,0.648,4956,0.535,45-50,0,0,1
Existing Customer,55,F,0,Graduate,Single,Unknown,Blue,44,1,18202.0,1841,16361.0,0.76,3551,0.101,50-55,0,0,1
Existing Customer,47,M,5,Graduate,Married,$80K - $120K,Silver,36,3,34516.0,760,33756.0,0.407,3756,0.022,45-50,0,0,1
Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,44,5,2421.0,2312,109.0,0.674,4219,0.955,50-55,0,0,1
Existing Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,34,1,2406.0,1491,915.0,0.606,4625,0.62,40-45,0,0,1
Existing Customer,51,F,2,High School,Single,$40K - $60K,Blue,37,1,2621.0,2426,195.0,0.727,4885,0.926,50-55,0,0,1
Existing Customer,34,F,0,Unknown,Married,Less than $40K,Blue,26,3,2291.0,0,2291.0,0.892,5409,0.0,30-35,0,0,1
Existing Customer,46,F,4,High School,Unknown,$40K - $60K,Blue,38,2,3645.0,1179,2466.0,0.559,4680,0.323,45-50,0,0,1
Existing Customer,37,F,2,Graduate,Single,$40K - $60K,Blue,24,3,3375.0,1730,1645.0,0.514,4341,0.513,35-40,0,0,1
Existing Customer,47,M,3,Unknown,Single,$120K +,Blue,42,3,8856.0,1433,7423.0,0.811,5072,0.162,45-50,0,0,1
Existing Customer,36,F,5,Unknown,Single,Less than $40K,Blue,24,1,2980.0,2093,887.0,0.522,4132,0.702,35-40,0,0,1
Existing Customer,47,M,3,Uneducated,Single,$60K - $80K,Blue,36,3,17656.0,0,17656.0,0.727,4633,0.0,45-50,0,0,1
Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,50,0,2475.0,0,2475.0,0.823,2574,0.0,55-60,1,1,1
Existing Customer,46,F,4,High School,Single,Less than $40K,Blue,33,2,3942.0,1711,2231.0,0.61,4622,0.434,45-50,0,0,1
Existing Customer,57,F,1,Graduate,Single,Less than $40K,Blue,36,2,1771.0,1289,482.0,0.911,4813,0.728,55-60,0,0,1
Attrited Customer,45,F,3,Graduate,Divorced,Unknown,Blue,37,2,17678.0,0,17678.0,0.788,2566,0.0,40-45,1,1,1
Existing Customer,50,M,1,Graduate,Married,$120K +,Blue,43,5,20958.0,0,20958.0,0.769,4425,0.0,45-50,0,0,1
Existing Customer,53,F,4,Graduate,Single,Less than $40K,Blue,46,1,4117.0,777,3340.0,0.592,5218,0.189,50-55,0,0,1
Existing Customer,43,F,2,Graduate,Single,$40K - $60K,Silver,39,1,18524.0,1736,16788.0,0.762,4496,0.094,40-45,0,0,1
Existing Customer,36,M,4,Post-Graduate,Married,Less than $40K,Blue,26,1,2222.0,1291,931.0,0.988,4095,0.581,35-40,0,0,1
Existing Customer,56,F,2,College,Married,Less than $40K,Blue,46,3,3119.0,1778,1341.0,1.01,4168,0.57,55-60,0,0,1
Existing Customer,46,M,3,College,Married,$40K - $60K,Blue,34,1,1611.0,0,1611.0,0.731,4444,0.0,45-50,0,0,1
Attrited Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,44,3,4090.0,2517,1573.0,0.562,2016,0.615,50-55,1,1,1
Existing Customer,55,M,0,Unknown,Single,$60K - $80K,Blue,36,3,1467.0,0,1467.0,0.739,4226,0.0,50-55,0,0,1
Existing Customer,52,F,1,Graduate,Married,$40K - $60K,Blue,46,1,2442.0,1507,935.0,0.631,4535,0.617,50-55,0,0,1
Attrited Customer,53,F,1,High School,Married,$40K - $60K,Blue,44,3,1816.0,0,1816.0,0.884,2474,0.0,50-55,1,1,1
Existing Customer,40,F,3,High School,Single,Less than $40K,Blue,27,3,1438.3,0,1438.3,0.845,4332,0.0,35-40,0,0,1
Existing Customer,42,M,4,Graduate,Single,$60K - $80K,Blue,35,3,14958.0,1644,13314.0,0.686,4038,0.11,40-45,0,0,1
Attrited Customer,43,F,2,Graduate,Married,Unknown,Blue,25,2,21961.0,0,21961.0,0.653,2237,0.0,40-45,1,1,1
Existing Customer,40,F,3,Uneducated,Single,Less than $40K,Blue,30,1,1625.0,912,713.0,0.877,3968,0.561,35-40,0,0,1
Existing Customer,49,F,0,Post-Graduate,Married,Less than $40K,Blue,36,3,3007.0,2517,490.0,0.853,4423,0.837,45-50,0,0,1
Existing Customer,47,M,3,Unknown,Married,$120K +,Blue,28,2,11629.0,802,10827.0,0.912,3752,0.069,45-50,0,0,1
Attrited Customer,42,F,2,Graduate,Unknown,Less than $40K,Blue,32,3,1507.0,0,1507.0,0.806,2528,0.0,40-45,1,1,1
Existing Customer,45,F,3,High School,Single,Unknown,Blue,36,1,3111.0,1994,1117.0,0.753,4478,0.641,40-45,0,0,1
Existing Customer,60,M,1,Graduate,Single,$40K - $60K,Blue,54,3,1848.0,1408,440.0,0.779,4757,0.762,55-60,0,0,1
Attrited Customer,44,F,1,Graduate,Single,$40K - $60K,Blue,38,2,4142.0,2517,1625.0,0.809,2104,0.608,40-45,1,1,1
Existing Customer,46,M,4,High School,Single,$80K - $120K,Blue,36,1,1438.3,0,1438.3,0.746,4461,0.0,45-50,0,0,1
Existing Customer,45,F,4,Uneducated,Single,Less than $40K,Blue,39,2,2202.0,1414,788.0,0.593,4531,0.642,40-45,0,0,1
Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Blue,36,2,3591.0,1749,1842.0,0.733,5079,0.487,40-45,0,0,1
Attrited Customer,49,M,3,College,Married,$120K +,Blue,43,3,4781.0,0,4781.0,0.788,2451,0.0,45-50,1,1,1
Existing Customer,58,F,0,Unknown,Married,Less than $40K,Blue,36,3,3832.0,1439,2393.0,0.851,4741,0.376,55-60,0,0,1
Existing Customer,53,M,3,High School,Married,$120K +,Blue,44,2,9025.0,1005,8020.0,0.568,4412,0.111,50-55,0,0,1
Existing Customer,44,M,2,Uneducated,Single,$40K - $60K,Blue,28,1,11627.0,0,11627.0,0.638,3264,0.0,40-45,0,0,1
Existing Customer,61,F,1,College,Married,Unknown,Blue,46,2,5686.0,0,5686.0,1.027,4338,0.0,60+,0,0,1
Existing Customer,49,F,1,Unknown,Married,Less than $40K,Blue,40,1,2636.0,1840,796.0,0.844,4056,0.698,45-50,0,0,1
Existing Customer,37,F,4,High School,Single,Less than $40K,Blue,36,2,1438.3,0,1438.3,0.568,4815,0.0,35-40,0,0,1
Existing Customer,43,F,5,High School,Single,Less than $40K,Blue,33,2,4976.0,866,4110.0,0.985,4317,0.174,40-45,0,0,1
Existing Customer,38,F,3,High School,Single,Unknown,Blue,24,3,13951.0,1607,12344.0,0.932,4576,0.115,35-40,0,0,1
